OrphaCode,DiseaseName,GeneSymbol,GeneId
742,Prolidase deficiency,PEPD,16636
1571,Knobloch syndrome,PAK2,31534
1571,Knobloch syndrome,COL18A1,15766
141007,Orofaciodigital syndrome type 9,TBC1D32,32543
1568,X-linked intellectual disability-Dandy-Walker malformation-basal ganglia disease-seizures syndrome,AP1S2,16758
1497,X-linked complicated corpus callosum dysgenesis,L1CAM,16330
140436,Familial intraosseous vascular malformation,ELMO2,24100
1493,Vici syndrome,EPG5,21753
1509,Coxopodopatellar syndrome,TBX4,15588
1507,Autosomal recessive Robinow syndrome,ROR2,15221
1507,Autosomal recessive Robinow syndrome,NXN,26136
1517,Cantú syndrome,ABCC9,15057
1517,Cantú syndrome,KCNJ8,21073
1519,SPECC1L-related hypertelorism syndrome,SPECC1L,20299
1520,Craniofrontonasal dysplasia,EFNB1,15916
1513,Craniodiaphyseal dysplasia,SOST,16450
1513,Craniodiaphyseal dysplasia,SP7,19253
140481,Autosomal dominant slowed nerve conduction velocity,ARHGEF10,21726
1515,Cranioectodermal dysplasia,IFT122,19245
1515,Cranioectodermal dysplasia,WDR35,19326
1515,Cranioectodermal dysplasia,IFT43,20278
1515,Cranioectodermal dysplasia,WDR19,20667
1515,Cranioectodermal dysplasia,IFT52,24613
1529,Craniofacial-deafness-hand syndrome,PAX3,16611
1522,Craniometaphyseal dysplasia,ANKH,15932
1522,Craniometaphyseal dysplasia,GJA1,16125
1525,Cranio-osteoarthropathy,HPGD,17727
1824,Lowry-Wood syndrome,RNU4ATAC,20137
1955,Spinocerebellar ataxia type 34,ELOVL4,15972
2209,Maternal phenylketonuria syndrome,PAH,16605
1896,EEC syndrome,TP63,15645
1897,EEM syndrome,CDH3,15421
1807,Focal facial dermal dysplasia type III,TWIST2,19313
1873,Jalili syndrome,CNNM4,18057
1879,Melorheostosis with osteopoikilosis,LEMD3,16349
1872,Cone rod dystrophy,RPGR,15226
1872,Cone rod dystrophy,PRPH2,15152
1872,Cone rod dystrophy,CFAP410,24382
1872,Cone rod dystrophy,PITPNM3,17479
1872,Cone rod dystrophy,OPN1MW,16593
1872,Cone rod dystrophy,CRX,15803
1872,Cone rod dystrophy,NMNAT1,21417
1872,Cone rod dystrophy,CFAP418,20696
1872,Cone rod dystrophy,CDHR1,19485
1872,Cone rod dystrophy,MFSD8,17349
1872,Cone rod dystrophy,ABCA4,15050
1872,Cone rod dystrophy,RIMS1,15212
1872,Cone rod dystrophy,RPGRIP1,15227
1872,Cone rod dystrophy,CACNA1F,15393
1872,Cone rod dystrophy,CNGA3,15758
1872,Cone rod dystrophy,AIPL1,15480
1872,Cone rod dystrophy,GUCA1A,16177
1872,Cone rod dystrophy,GUCY2D,16178
1872,Cone rod dystrophy,OPN1LW,16592
1872,Cone rod dystrophy,RAX2,16823
1872,Cone rod dystrophy,SEMA4A,17199
1872,Cone rod dystrophy,PROM1,17406
1872,Cone rod dystrophy,CACNA2D4,17457
1872,Cone rod dystrophy,ADAM9,18458
1872,Cone rod dystrophy,UNC119,19052
1872,Cone rod dystrophy,RAB28,22239
1872,Cone rod dystrophy,POC1B,22991
1872,Cone rod dystrophy,DRAM2,23284
1872,Cone rod dystrophy,TTLL5,23425
1872,Cone rod dystrophy,TLCD3B,30669
1872,Cone rod dystrophy,UBAP1L,32485
1872,Cone rod dystrophy,ATF6,23342
1871,Progressive cone dystrophy,PDE6C,18600
1871,Progressive cone dystrophy,GNAT2,16149
1871,Progressive cone dystrophy,CNGB3,15759
1871,Progressive cone dystrophy,GUCA1A,16177
1860,Thanatophoric dysplasia type 1,FGFR3,16047
1865,"Dyssegmental dysplasia, Silverman-Handmaker type",HSPG2,16234
1830,Schimke immuno-osseous dysplasia,SMARCAL1,15525
1802,Ghosal hematodiaphyseal dysplasia,TBXAS1,16752
2128,Isolated hemihyperplasia,IGF2,17385
2128,Isolated hemihyperplasia,H19,16427
2128,Isolated hemihyperplasia,KCNQ1OT1,16825
2136,Hennekam syndrome,CCBE1,18919
2136,Hennekam syndrome,FAT4,22552
2136,Hennekam syndrome,ADAMTS3,26046
2138,"46,XX ovotesticular difference of sex development",SOX9,15541
2138,"46,XX ovotesticular difference of sex development",SRY,15558
2138,"46,XX ovotesticular difference of sex development",NR5A1,17744
2143,Donnai-Barrow syndrome,LRP2,17390
2148,Lissencephaly type 1 due to doublecortin gene mutation,DCX,15854
2108,Hallermann-Streiff syndrome,CHD6,32021
2114,"Hip dysplasia, Beukes type",UFSP2,23344
2117,Hartsfield syndrome,FGFR1,16046
376,Gordon syndrome,PIEZO2,22032
2092,Focal dermal hypoplasia,PORCN,17296
2098,"Acromesomelic dysplasia, Grebe type",BMPR1B,15373
2098,"Acromesomelic dysplasia, Grebe type",GDF5,16114
380,Greig cephalopolysyndactyly syndrome,GLI3,16139
2095,Gorlin-Chaudhry-Moss syndrome,SLC25A24,26039
157846,Neuroferritinopathy,FTL,16080
2067,GAPO syndrome,ANTXR1,22118
2065,Galloway-Mowat syndrome,OSGEP,25837
2065,Galloway-Mowat syndrome,TP53RK,25838
2065,Galloway-Mowat syndrome,WDR73,23099
2065,Galloway-Mowat syndrome,NUP107,23431
2065,Galloway-Mowat syndrome,TPRKB,25839
2065,Galloway-Mowat syndrome,LAGE3,25840
2065,Galloway-Mowat syndrome,WDR4,25035
2065,Galloway-Mowat syndrome,GON7,28564
2065,Galloway-Mowat syndrome,NUP133,27694
2065,Galloway-Mowat syndrome,YRDC,31230
157941,Huntington disease-like 1,PRNP,15142
2072,Gaucher disease-ophthalmoplegia-cardiovascular calcification syndrome,GBA1,16106
157954,ANE syndrome,RBM28,17334
157962,"Oculoauricular syndrome, Schorderet type",HMX1,17379
2078,Geroderma osteodysplastica,GORAB,17885
2078,Geroderma osteodysplastica,PYCR1,18472
157949,Combined immunodeficiency with granulomatosis,INO80,24623
157949,Combined immunodeficiency with granulomatosis,RAG1,15184
157949,Combined immunodeficiency with granulomatosis,RAG2,15185
157973,Congenital muscular dystrophy due to LMNA mutation,LMNA,16364
2084,Glaucoma-ectopia lentis-microspherophakia-stiff joints-short stature syndrome,FBN1,16032
157965,SLC39A13-related spondylodysplastic Ehlers-Danlos syndrome,SLC39A13,17326
1826,Frontometaphyseal dysplasia,MAP3K7,24131
1826,Frontometaphyseal dysplasia,FLNA,16058
2050,Cole-Carpenter syndrome,P4HB,23211
2050,Cole-Carpenter syndrome,SEC24D,23212
2050,Cole-Carpenter syndrome,CRTAP,16838
2059,Fryns syndrome,PIGN,20487
2026,Gingival fibromatosis-hypertrichosis syndrome,ABCA5,22951
2028,Juvenile hyaline fibromatosis,ANTXR2,15933
2021,Fibrochondrogenesis,COL11A1,15763
2021,Fibrochondrogenesis,COL11A2,15764
2024,Hereditary gingival fibromatosis,GINGF2,25181
2024,Hereditary gingival fibromatosis,SOS1,15537
2024,Hereditary gingival fibromatosis,REST,23626
2044,Floating-Harbor syndrome,SRCAP,20811
2036,Scalp-ear-nipple syndrome,KCTD1,22029
158769,Plaque-form urticaria pigmentosa,KIT,16308
158766,Typical urticaria pigmentosa,KIT,16308
158687,Lethal acantholytic erosive disorder,DSP,15895
158687,Lethal acantholytic erosive disorder,JUP,16283
158684,Epidermolysis bullosa simplex with pyloric atresia,PLEC,15106
158684,Epidermolysis bullosa simplex with pyloric atresia,ITGB4,16275
158681,Epidermolysis bullosa simplex with circinate migratory erythema,KRT5,16322
158676,"Localized dystrophic epidermolysis bullosa, nails only",COL7A1,15781
158673,"Localized dystrophic epidermolysis bullosa, acral form",COL7A1,15781
158668,Ectodermal dysplasia-skin fragility syndrome,PKP1,15103
158778,Isolated bone marrow mastocytosis,KIT,16308
158775,Smoldering systemic mastocytosis,KIT,16308
158772,Nodular urticaria pigmentosa,KIT,16308
1986,Gollop-Wolfgang complex,BHLHA9,20801
1980,Bilateral striopallidodentate calcinosis,NAA60,32227
1980,Bilateral striopallidodentate calcinosis,CMPK2,32228
1980,Bilateral striopallidodentate calcinosis,JAM2,29248
1980,Bilateral striopallidodentate calcinosis,MYORG,28066
1980,Bilateral striopallidodentate calcinosis,PDGFRB,16785
1980,Bilateral striopallidodentate calcinosis,PDGFB,17757
1980,Bilateral striopallidodentate calcinosis,SLC20A2,20827
1980,Bilateral striopallidodentate calcinosis,XPR1,23258
1997,Blepharo-cheilo-odontic syndrome,CTNND1,24444
1997,Blepharo-cheilo-odontic syndrome,CDH1,15419
2348,"Familial partial lipodystrophy, Dunnigan type",LMNA,16364
247768,Müllerian aplasia and hyperandrogenism,WNT4,15728
2353,Schilbach-Rott syndrome,PTCH1,15164
247790,FTH1-related iron overload,FTH1,17368
247798,MUTYH-related polyposis,MUTYH,16490
247794,Juvenile cataract-microcornea-renal glucosuria syndrome,SLC16A12,16940
247815,Autosomal recessive ataxia due to PEX10 deficiency,PEX10,16638
2363,Lacrimoauriculodentodigital syndrome,FGF10,16043
2363,Lacrimoauriculodentodigital syndrome,FGFR3,16047
2363,Lacrimoauriculodentodigital syndrome,FGFR2,16664
247691,Retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations,TREX1,15656
2340,Keratosis follicularis spinulosa decalvans,MBTPS2,18365
2340,Keratosis follicularis spinulosa decalvans,SAT1,23050
2340,Keratosis follicularis spinulosa decalvans,LRP1,23577
247685,Odontohypophosphatasia,ALPL,15504
247709,Multiple endocrine neoplasia type 2B,RET,15200
2342,Haim-Munk syndrome,CTSC,15822
247698,Multiple endocrine neoplasia type 2A,RET,15200
485,Kniest dysplasia,COL2A1,15769
247585,Citrullinemia type II,SLC25A13,15309
247598,Neonatal intrahepatic cholestasis due to citrin deficiency,SLC25A13,15309
2332,KBG syndrome,ANKRD11,20309
247604,Juvenile primary lateral sclerosis,ALS2,15505
247604,Juvenile primary lateral sclerosis,ERLIN2,20466
247623,Perinatal lethal hypophosphatasia,ALPL,15504
247638,Prenatal benign hypophosphatasia,ALPL,15504
2337,"Diffuse palmoplantar keratoderma, Bothnian type",AQP5,22275
247651,Infantile hypophosphatasia,ALPL,15504
247667,Childhood-onset hypophosphatasia,ALPL,15504
247676,Adult hypophosphatasia,ALPL,15504
494,Keratoderma hereditarium mutilans,GJB2,16130
2322,Kabuki syndrome,KMT2D,19312
2322,Kabuki syndrome,KDM6A,20781
247378,Autosomal recessive secondary polycythemia not associated with VHL gene,BPGM,15375
247511,Autosomal dominant secondary polycythemia,EPO,24514
247511,Autosomal dominant secondary polycythemia,EGLN1,17898
247511,Autosomal dominant secondary polycythemia,EPAS1,18353
247511,Autosomal dominant secondary polycythemia,HBA1,16819
247511,Autosomal dominant secondary polycythemia,HBA2,16185
247511,Autosomal dominant secondary polycythemia,HBB,16186
2323,Sanjad-Sakati syndrome,TBCE,15581
247522,Primary ciliary dyskinesia-retinitis pigmentosa syndrome,RPGR,15226
247546,Acute neonatal citrullinemia type I,ASS1,15960
247573,Late-onset citrullinemia type I,ASS1,15960
2407,Laryngo-onycho-cutaneous syndrome,LAMA3,16333
2412,Dislocation of the hip-dysmorphism syndrome,TRIM33,15662
248408,Familial hypodysfibrinogenemia,FGA,16040
248408,Familial hypodysfibrinogenemia,FGB,16041
248408,Familial hypodysfibrinogenemia,FGG,16048
2396,Encephalocraniocutaneous lipomatosis,FGFR1,16046
2396,Encephalocraniocutaneous lipomatosis,KRAS,16312
248340,Isolated delta-storage pool disease,FLI1,16056
2388,Choreoacanthocytosis,VPS13A,15710
248111,Juvenile Huntington disease,HTT,16190
2387,Leukonychia totalis,PLCD1,20292
2379,Early-onset parkinsonism-intellectual disability syndrome,RAB39B,18988
247834,Occult macular dystrophy,RP1L1,19678
247820,Ectodermal dysplasia-pili torti-cutaneous syndactyly syndrome,NECTIN4,19677
2378,Laurin-Sandrow syndrome,LMBR1,16363
247868,NLRP12-associated hereditary periodic fever syndrome,NLRP12,16783
2451,Mucocutaneous venous malformations,TEK,15599
244305,Dominant hypophosphatemia with nephrolithiasis or osteoporosis,SLC34A1,19050
244305,Dominant hypophosphatemia with nephrolithiasis or osteoporosis,NHERF1,19479
244283,Biliary atresia with splenic malformation syndrome,CFC1,15436
2440,Isolated split hand-split foot malformation,DLX6,24481
2440,Isolated split hand-split foot malformation,EPS15L1,26524
2440,Isolated split hand-split foot malformation,TP63,15645
2440,Isolated split hand-split foot malformation,SEM1,16821
2440,Isolated split hand-split foot malformation,WNT10B,18356
2440,Isolated split hand-split foot malformation,DLX5,20789
2440,Isolated split hand-split foot malformation,BTRC,22260
2440,Isolated split hand-split foot malformation,FBXW4,29141
244310,RFT1-CDG,RFT1,19490
244242,HELLP syndrome,CD46,15416
244242,HELLP syndrome,CFH,15437
244242,HELLP syndrome,CFI,15438
244242,HELLP syndrome,HELLPAR,21826
296,Ollier disease,PTH1R,15169
296,Ollier disease,IDH2,19506
296,Ollier disease,IDH1,21083
244275,De novo thrombotic microangiopathy after kidney transplantation,CFI,15438
244275,De novo thrombotic microangiopathy after kidney transplantation,CFH,15437
2438,Hand-foot-genital syndrome,HOXA13,16211
243343,Dimethylglycine dehydrogenase deficiency,DMGDH,19475
243367,Acute fatty liver of pregnancy,HADHA,16781
247353,Generalized pustular psoriasis,IL36RN,20543
247353,Generalized pustular psoriasis,AP1S3,22886
247262,Hyperphosphatasia-intellectual disability syndrome,PIGV,19641
247262,Hyperphosphatasia-intellectual disability syndrome,PIGL,21093
247262,Hyperphosphatasia-intellectual disability syndrome,PIGO,21195
247262,Hyperphosphatasia-intellectual disability syndrome,PGAP2,22025
247262,Hyperphosphatasia-intellectual disability syndrome,PGAP3,22670
247262,Hyperphosphatasia-intellectual disability syndrome,PIGW,22796
247262,Hyperphosphatasia-intellectual disability syndrome,PIGY,23627
2484,Melnick-Needles syndrome,FLNA,16058
247198,Progressive cerebello-cerebral atrophy,SEPSECS,19617
247198,Progressive cerebello-cerebral atrophy,VPS53,22820
2477,Isolated megalencephaly,TBC1D7,22545
2473,McKusick-Kaufman syndrome,MKKS,16403
2470,Matthew-Wood syndrome,STRA6,16806
2470,Matthew-Wood syndrome,WNT7B,31836
561,Marshall-Smith syndrome,NFIX,19319
559,Marinesco-Sjögren syndrome,SIL1,15294
2462,Shprintzen-Goldberg syndrome,SKI,21427
2462,Shprintzen-Goldberg syndrome,FBN1,16032
2461,Marden-Walker syndrome,PIEZO2,22032
251630,Anaplastic oligodendroglioma,IDH2,19506
251630,Anaplastic oligodendroglioma,POT1,22138
251636,Ependymoma,ZFTA,22678
2176,Infantile systemic hyalinosis,ANTXR2,15933
251656,Oligoastrocytoma,IDH2,19506
251663,Anaplastic oligoastrocytoma,IDH2,19506
251671,Angiocentric glioma,MYB,20089
251671,Angiocentric glioma,QKI,23791
2189,Hydrolethalus,HYLS1,16237
2189,Hydrolethalus,KIF7,20160
312,Autosomal dominant epidermolytic ichthyosis,KRT1,16314
312,Autosomal dominant epidermolytic ichthyosis,KRT10,16315
2196,Primary hypomagnesemia with hypercalciuria and nephrocalcinosis with severe ocular involvement,CLDN19,15749
251576,Gliosarcoma,NFKBIA,17400
251576,Gliosarcoma,MGMT,22077
251576,Gliosarcoma,EGFR,15917
251576,Gliosarcoma,FGFR1,16046
251576,Gliosarcoma,FGFR3,16047
251576,Gliosarcoma,TP53,15644
251576,Gliosarcoma,TACC3,21438
251576,Gliosarcoma,TACC1,21439
251576,Gliosarcoma,PPARG,15129
251576,Gliosarcoma,LZTR1,22431
251576,Gliosarcoma,SEPTIN14,22432
251576,Gliosarcoma,IDH1,21083
251579,Giant cell glioblastoma,ROS1,32148
251579,Giant cell glioblastoma,PPARG,15129
251579,Giant cell glioblastoma,NFKBIA,17400
251579,Giant cell glioblastoma,MGMT,22077
251579,Giant cell glioblastoma,EGFR,15917
251579,Giant cell glioblastoma,FGFR1,16046
251579,Giant cell glioblastoma,FGFR3,16047
251579,Giant cell glioblastoma,TP53,15644
251579,Giant cell glioblastoma,TACC3,21438
251579,Giant cell glioblastoma,TACC1,21439
251579,Giant cell glioblastoma,IDH1,21083
251579,Giant cell glioblastoma,LZTR1,22431
251579,Giant cell glioblastoma,SEPTIN14,22432
251589,Anaplastic astrocytoma,IDH2,19506
251598,Protoplasmic astrocytoma,IDH2,19506
251604,Gemistocytic astrocytoma,IDH2,19506
251601,Fibrillary astrocytoma,IDH2,19506
251615,Pilomyxoid astrocytoma,BRAF,15376
251615,Pilomyxoid astrocytoma,BRAF,15376
251615,Pilomyxoid astrocytoma,RAF1,16828
251615,Pilomyxoid astrocytoma,FGFR1,16046
251615,Pilomyxoid astrocytoma,SRGAP3,22281
251615,Pilomyxoid astrocytoma,NTRK2,22282
251615,Pilomyxoid astrocytoma,KIAA1549,22149
251615,Pilomyxoid astrocytoma,KRAS,16312
251627,Oligodendroglioma,IDH2,19506
251627,Oligodendroglioma,POT1,22138
2169,Methylcobalamin deficiency type cblE,MTRR,16486
2228,Hypodontia-dysplasia of nails syndrome,MSX1,16468
2224,Hypertryptophanemia,TDO2,24996
2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,LMNA,16364
2237,Hypoparathyroidism-sensorineural deafness-renal disease syndrome,GATA3,16103
251992,Ganglioneuroma,ALK,17442
2199,Epidermolytic palmoplantar keratoderma,KRT1,16314
2199,Epidermolytic palmoplantar keratoderma,KRT9,16329
2199,Epidermolytic palmoplantar keratoderma,KRT16,16318
251863,Desmoplastic/nodular medulloblastoma,SUFU,15569
2198,Palmoplantar keratoderma-esophageal carcinoma syndrome,RHBDF2,20815
251858,Medulloblastoma with extensive nodularity,SUFU,15569
251877,Ganglioneuroblastoma,ALK,17442
2202,Palmoplantar keratoderma-deafness syndrome,GJB2,16130
2202,Palmoplantar keratoderma-deafness syndrome,MT-TS1,17722
251899,Choroid plexus carcinoma,TP53,15644
251019,2q32q33 deletion syndrome,SATB2,16802
251028,SATB2-associated syndrome due to a chromosomal rearrangement,SATB2,16802
672,Pallister-Hall syndrome,GLI3,16139
455,Superficial epidermolytic ichthyosis,KRT2,16320
251061,7q31 microdeletion syndrome,FOXP2,18732
251066,8p11.2 deletion syndrome,ANK1,15930
251071,8p23.1 microdeletion syndrome,GATA4,16104
2273,Ichthyosis follicularis-alopecia-photophobia syndrome,MBTPS2,18365
139,CHILD syndrome,NSDHL,16578
457,Harlequin ichthyosis,ABCA12,15049
251056,6q25.2q25.3 microdeletion syndrome,ARID1B,20833
2239,Familial isolated hypoparathyroidism due to agenesis of parathyroid gland,GCM2,17371
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,LMOD1,25435
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,MYH11,16496
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,ACTG2,21732
2241,Megacystis-microcolon-intestinal hypoperistalsis syndrome,MYLK,19503
250984,Autosomal recessive Stickler syndrome,COL9A1,15783
250984,Autosomal recessive Stickler syndrome,COL9A2,15784
250984,Autosomal recessive Stickler syndrome,COL9A3,15785
250984,Autosomal recessive Stickler syndrome,LOXL3,32398
250977,AICA-ribosiduria,ATIC,19848
2250,Hyposmia-nasal and ocular hypoplasia-hypogonadotropic hypogonadism syndrome,SMCHD1,21703
250923,Isolated aniridia,PAX6,16612
250923,Isolated aniridia,TRIM44,23523
250923,Isolated aniridia,FOXC1,16064
250972,Polymicrogyria with optic nerve hypoplasia,TUBA8,19847
2255,Pancreatic hypoplasia-diabetes-congenital heart disease syndrome,GATA6,20796
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HBB,16186
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,BCL11A,16861
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HBG1,19236
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,HBG2,19237
251380,Hereditary persistence of fetal hemoglobin-sickle cell disease syndrome,KLF1,19340
251383,CK syndrome,NSDHL,16578
251370,Sickle cell S-D Punjab disease,HBB,16186
251375,Sickle cell S-E disease,HBB,16186
251365,Sickle cell S-C disease,HBB,16186
2319,Juberg-Hayward syndrome,ESCO2,15994
251523,Hyperzincemia and hypercalprotectinemia,PSTPIP1,15163
2315,Johanson-Blizzard syndrome,UBR1,15681
251510,"46,XY partial gonadal dysgenesis",DHX37,29246
251510,"46,XY partial gonadal dysgenesis",WT1,15731
251510,"46,XY partial gonadal dysgenesis",SOX9,15541
251510,"46,XY partial gonadal dysgenesis",SRY,15558
251510,"46,XY partial gonadal dysgenesis",WWOX,15732
251510,"46,XY partial gonadal dysgenesis",ZFPM2,15741
251510,"46,XY partial gonadal dysgenesis",GATA4,16104
251510,"46,XY partial gonadal dysgenesis",NR0B1,16569
251510,"46,XY partial gonadal dysgenesis",NR5A1,17744
251510,"46,XY partial gonadal dysgenesis",MAP3K1,19842
251510,"46,XY partial gonadal dysgenesis",VAMP7,22994
2309,Pachyonychia congenita,KRT16,16318
2309,Pachyonychia congenita,KRT17,16319
2309,Pachyonychia congenita,KRT6A,16323
2309,Pachyonychia congenita,KRT6B,16324
251393,Localized junctional epidermolysis bullosa,COL17A1,15765
251393,Localized junctional epidermolysis bullosa,ITGB4,16275
2307,IVIC syndrome,SALL4,15242
251295,Pigmented paravenous retinochoroidal atrophy,CRB1,15798
251290,Parietal foramina with clavicular hypoplasia,MSX2,16469
251287,Benign concentric annular macular dystrophy,IMPG1,22559
251282,Autosomal dominant spastic ataxia type 1,VAMP1,21536
251279,Microphthalmia-retinitis pigmentosa-foveoschisis-optic disc drusen syndrome,MFRP,16395
251274,Familial hyperaldosteronism type III,KCNJ5,19239
251262,Familial osteochondritis dissecans,ACAN,15068
251347,Ataxia-telangiectasia-like disorder,MRE11,16465
2289,Neuronal intranuclear inclusion disease,NOTCH2NLC,28618
2290,Microvillus inclusion disease,MYO5B,17900
2290,Microvillus inclusion disease,STX3,22962
254857,Lethal infantile mitochondrial myopathy,MT-TT,21901
2678,Familial isolated café-au-lait macules,LZTR1,22431
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,TRMU,15664
254864,Mitochondrial myopathy with reversible cytochrome C oxidase deficiency,MT-TE,16981
2662,Keipert syndrome,GPC4,17714
1475,Renal coloboma syndrome,PAX2,16610
2670,Pierson syndrome,LAMB2,16334
254930,Combined oxidative phosphorylation defect type 7,MTRFR,19467
254925,Combined oxidative phosphorylation defect type 4,TUFM,20154
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,VPS33B,15712
2697,Arthrogryposis-renal dysfunction-cholestasis syndrome,VIPAS39,19045
254920,Combined oxidative phosphorylation defect type 2,MRPS16,20153
254913,Isolated ATP synthase deficiency,MT-ATP6,16470
254913,Isolated ATP synthase deficiency,ATP5MK,27610
254913,Isolated ATP synthase deficiency,MT-ATP8,17396
254913,Isolated ATP synthase deficiency,ATPAF2,15332
254913,Isolated ATP synthase deficiency,ATP5F1E,20155
254913,Isolated ATP synthase deficiency,ATP5F1A,22151
254913,Isolated ATP synthase deficiency,ATP5F1D,26945
255182,Pyruvate dehydrogenase E3-binding protein deficiency,PDHX,16633
2701,Noonan syndrome-like disorder with loose anagen hair,PPP1CB,24822
2701,Noonan syndrome-like disorder with loose anagen hair,SHOC2,18920
255138,Pyruvate dehydrogenase E1-beta deficiency,PDHB,16632
255132,Adult-onset autosomal recessive sideroblastic anemia,GLRX5,17878
2698,Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome,GJB2,16130
254886,Autosomal recessive progressive external ophthalmoplegia,POLG,15118
254886,Autosomal recessive progressive external ophthalmoplegia,TK2,15623
254886,Autosomal recessive progressive external ophthalmoplegia,TOP3A,27334
254886,Autosomal recessive progressive external ophthalmoplegia,RRM1,32534
254881,Spinocerebellar ataxia with epilepsy,POLG,15118
254875,"Mitochondrial DNA depletion syndrome, myopathic form",TK2,15623
254905,Isolated cytochrome C oxidase deficiency,COX10,15789
254905,Isolated cytochrome C oxidase deficiency,MT-CO1,16471
254905,Isolated cytochrome C oxidase deficiency,MT-CO2,16472
254905,Isolated cytochrome C oxidase deficiency,MT-CO3,16473
254905,Isolated cytochrome C oxidase deficiency,COX6B1,17720
254905,Isolated cytochrome C oxidase deficiency,COX14,20795
254905,Isolated cytochrome C oxidase deficiency,COX16,26963
254905,Isolated cytochrome C oxidase deficiency,COX4I1,26010
254905,Isolated cytochrome C oxidase deficiency,COX20,21861
254905,Isolated cytochrome C oxidase deficiency,COA3,23285
254905,Isolated cytochrome C oxidase deficiency,COX8A,23674
254905,Isolated cytochrome C oxidase deficiency,COX6A2,27612
254905,Isolated cytochrome C oxidase deficiency,PET117,25463
254905,Isolated cytochrome C oxidase deficiency,COX5A,25447
254902,Renal tubulopathy-encephalopathy-liver failure syndrome,BCS1L,15366
254898,Deafness-encephaloneuropathy-obesity-valvulopathy syndrome,PDSS1,19735
254892,Autosomal dominant progressive external ophthalmoplegia,POLG,15118
254892,Autosomal dominant progressive external ophthalmoplegia,POLG2,15119
254892,Autosomal dominant progressive external ophthalmoplegia,SLC25A4,15314
254892,Autosomal dominant progressive external ophthalmoplegia,TWNK,17411
254892,Autosomal dominant progressive external ophthalmoplegia,RRM2B,17734
2712,Oculofaciocardiodental syndrome,BCOR,15364
2717,Oculotrichoanal syndrome,FREM1,18924
2704,Urofacial syndrome,HPSE2,19241
2704,Urofacial syndrome,LRIG2,21891
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ATP6,16470
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND1,16478
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND2,16479
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND3,16480
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND4,16481
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND5,16483
255210,Mitochondrial DNA-associated Leigh syndrome,MT-ND6,16484
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TL1,16841
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TK,16842
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TW,17473
255210,Mitochondrial DNA-associated Leigh syndrome,MT-TV,20156
255229,Navajo neurohepatopathy,MPV17,16462
2707,"Oculocerebrofacial syndrome, Kaufman type",UBE3B,22014
255235,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with renal tubulopathy",RRM2B,17734
2710,Oculodentodigital dysplasia,GJA1,16125
2721,Odonto-onycho-dermal dysplasia,WNT10A,16428
260305,Autosomal recessive sideroblastic anemia,SLC25A38,18423
260305,Autosomal recessive sideroblastic anemia,HSPA9,23644
2754,Orofaciodigital syndrome type 6,FAM149B1,28199
2754,Orofaciodigital syndrome type 6,OFD1,16586
2754,Orofaciodigital syndrome type 6,TMEM216,18961
2754,Orofaciodigital syndrome type 6,KIF7,20160
2754,Orofaciodigital syndrome type 6,CPLANE1,21089
2754,Orofaciodigital syndrome type 6,TCTN3,21406
2754,Orofaciodigital syndrome type 6,PDE6D,22646
2754,Orofaciodigital syndrome type 6,TMEM231,21736
2754,Orofaciodigital syndrome type 6,TOPORS,17333
2754,Orofaciodigital syndrome type 6,KIAA0753,25094
2753,Orofaciodigital syndrome type 4,TCTN3,21406
2751,Orofaciodigital syndrome type 2,NEK1,19821
252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,SH3PXD2A,25204
252128,Malignant peripheral nerve sheath tumor with perineurial differentiation,HTRA1,16824
2750,Orofaciodigital syndrome type 1,OFD1,16586
661,Congenital central hypoventilation syndrome,LBX1,31303
661,Congenital central hypoventilation syndrome,PHOX2B,15089
661,Congenital central hypoventilation syndrome,EDN3,15911
661,Congenital central hypoventilation syndrome,GDNF,16116
661,Congenital central hypoventilation syndrome,MYO1H,26056
661,Congenital central hypoventilation syndrome,BDNF,15367
254361,Plectin-related limb-girdle muscular dystrophy R17,PLEC,15106
